0,1,2,3,4,5,6,7
0.6728,0.2696,0.4165,0.4281,5.8033,6.3501,7.6826,544.712
0.524,0.2693,0.4163,0.4287,6.1133,6.4915,7.4724,552.457
0.4081,0.2657,0.4143,0.4284,5.0046,5.5438,6.8439,553.97
0.3178,0.2586,0.4091,0.428,3.8527,4.4924,6.0335,559.568
0.2475,0.2522,0.4044,0.4273,6.1885,6.2832,6.6719,570.094
0.1928,0.2407,0.3959,0.4258,8.8478,8.5615,8.0358,579.757
0.1501,0.2264,0.3855,0.4236,10.1832,9.8515,9.1435,596.736
0.1169,0.2148,0.3772,0.4217,11.2911,10.9104,10.0837,616.907
0.0911,0.2047,0.3699,0.42,12.4641,12.0026,11.007,631.873
0.0709,0.197,0.3643,0.4187,13.9316,13.333,12.0618,645.194
0.0552,0.1937,0.362,0.4202,15.6852,14.9165,13.3017,648.818
0.043,0.1925,0.361,0.4222,16.2416,15.5714,14.1195,645.021
0.0335,0.192,0.3606,0.4223,10.6945,11.2579,12.1774,646.491
0.0261,0.1891,0.3584,0.4217,8.2401,8.9646,10.4005,647.315
0.0203,0.1888,0.3581,0.4231,5.8624,6.7881,8.6683,647.803
0.0158,0.224,0.3581,0.4254,5.7403,6.4101,7.8614,604.68
0.0123,0.2202,0.3559,0.425,6.0799,6.5255,7.5897,605.163
0.0096,0.2176,0.3542,0.4247,5.4483,5.9655,7.1385,613.883
0.0075,0.2155,0.3528,0.4244,3.2949,4.1382,5.9704,618.553
0.0058,0.2104,0.3493,0.4235,2.8489,3.5805,5.2433,622.249
0.0045,0.2062,0.3465,0.4227,6.3316,6.2804,6.3706,631.331
0.0035,0.1998,0.3426,0.4217,8.0648,7.8601,7.5129,638.499
0.0027,0.2837,0.3874,0.4237,6.3549,6.6521,7.2316,568.225
0.0021,0.2804,0.3856,0.4233,4.652,5.1605,6.3592,568.858
0.0017,0.2801,0.3855,0.4239,3.9832,4.4812,5.7136,572.176
0.4546,0.283,0.4225,0.4292,4.3951,4.7289,5.6114,506.387
0.3541,0.2816,0.4214,0.429,7.9162,7.6161,7.0802,531.022
0.2757,0.2796,0.4205,0.4288,7.383,7.3983,7.4197,536.598
0.2147,0.273,0.4184,0.4284,6.2008,6.4596,7.0511,541.504
0.1672,0.2689,0.416,0.4281,4.6494,5.1265,6.2415,551.792
0.3527,0.2837,0.4228,0.4292,4.4443,4.84,5.8288,517.352
0.2747,0.2814,0.4215,0.429,1.9797,2.7445,4.5603,530.963
0.2139,0.2814,0.4215,0.429,-2.6146,-1.2376,2.0039,530.963
0.1666,0.2777,0.4203,0.4287,-0.6233,0.0504,1.8063,530.963
0.1297,0.2748,0.419,0.4285,-0.1573,0.3854,1.8225,530.963
0.101,0.2727,0.4178,0.4284,1.0516,1.3619,2.2767,550.07
0.0787,0.2714,0.4216,0.4283,-0.0898,0.4542,1.8918,550.07
0.0613,0.2677,0.4191,0.4281,-0.2385,0.2959,1.656,550.07
0.0477,0.2638,0.4162,0.4278,-0.4143,0.1149,1.4529,550.07
0.0372,0.2553,0.4092,0.4271,-0.0363,0.3925,1.5065,550.07
0.0289,0.2508,0.4059,0.4266,1.8159,1.9208,2.3122,576.517
0.0225,0.2485,0.404,0.4263,2.9664,2.9864,3.1253,583.11
0.0176,0.2826,0.4037,0.4273,7.2641,6.6234,5.3328,551.217
0.0137,0.2822,0.4137,0.4271,7.4349,7.1196,6.3421,546.425
0.0106,0.2809,0.4132,0.427,7.8144,7.5737,6.9858,550.211
0.0083,0.2783,0.4123,0.4268,3.336,3.9821,5.358,552.246
0.0065,0.2771,0.412,0.4267,0.5607,1.4519,3.547,552.246
0.005,0.2717,0.4098,0.4264,-0.436,0.3771,2.3894,552.246
