Date,Tileflowmm,VWC_10cm,VWC_20cm,VWC_50cm,TMP_10cm,TMP_20cm,TMP_50cm,wattbl distance from soil surface (mm),TilePg/ha,SurPg/ha,TileNo3kg/ha,SurNo3kg/ha
11/24/2021,0.003,0.283,0.412,0.382,2.856481481,4.078703704,7.237654321,,0.0004,0,0.0003,0
11/25/2021,0.0036,0.285,0.412,0.38,5.374269006,5.366959064,7.052631579,,0.0005,0,0.0003,0
11/26/2021,0.0008,0.294,0.422,0.388,3.993993994,5.339339339,7.265432099,,0.0001,0,0.0001,0
11/27/2021,0.0045,0.289,0.421,0.39,2.58625731,4.131578947,7.020467836,,0.0006,0,0.0003,0
11/28/2021,0.0028,0.289,0.417,0.39,3.473684211,4.317251462,6.692982456,,0.0004,0,0.0002,0
11/29/2021,0.0001,0.279,0.415,0.392,2.728571429,3.946031746,6.565079365,,0,0,0,0
11/30/2021,0.0014,0.282,0.415,0.389,3.776276276,4.249249249,6.372372372,,0.0002,0,0.0001,0
12/1/2021,0.0004,0.278,0.416,0.39,3.398860399,4.292397661,6.388888889,,0.0001,0,0,0
12/2/2021,0.0018,0.278,0.415,0.392,5.882882883,5.471471471,6.432432432,,0.0002,0,0.0001,0
12/3/2021,0,0.279,0.408,0.394,5.209064327,5.709064327,6.77027027,,0,0,0,0
12/4/2021,0,0.277,0.416,0.394,4.37962963,5.282407407,6.836419753,,0,0,0,0
12/5/2021,0.0002,0.272,0.402,0.394,3.703216374,4.543859649,6.675438596,,0,0,0,0
12/6/2021,0.0022,0.284,0.418,0.392,5.825825826,5.956456456,6.681681682,,0.0003,0,0.0002,0
12/7/2021,0,0.29,0.417,0.395,1.918209877,3.981481481,6.700617284,,0,0,0,0
12/8/2021,0.0004,0.286,0.415,0.395,1.334834835,2.959459459,6.102102102,,0.0001,0,0,0
12/9/2021,0.001,0.284,0.416,0.394,1.251461988,2.615497076,5.615497076,,0.0002,0,0.0001,0
12/10/2021,0.0005,0.288,0.415,0.394,4.388888889,3.75,5.372807018,,0.0001,0,0.0001,0
12/11/2021,6.5015,0.32,0.426,0.399,7.984984985,7.009009009,5.930930931,,0.9582,0.0363,0.7736,0.0076
12/12/2021,1.7561,0.306,0.417,0.448,4.067567568,5.351351351,6.63963964,,0.2521,0,0.2543,0
12/13/2021,0.7439,0.304,0.424,0.441,3.698830409,4.67251462,6.423976608,,0.1043,0,0.1222,0
12/14/2021,0.4322,0.297,0.418,0.438,3.636904762,4.21031746,6.178571429,,0.0605,0,0.0653,0
12/15/2021,0.4218,0.3,0.417,0.434,5.792792793,5.225225225,6.06006006,,0.059,0,0.0582,0
12/16/2021,0.3521,0.302,0.418,0.434,8.188596491,7.071637427,6.513157895,,0.0493,0,0.0452,0
12/17/2021,0.1771,0.296,0.416,0.439,5.173976608,6.336336336,7.052552553,,0.0245,0,0.0225,0
12/18/2021,1.9875,0.302,0.419,0.439,4.693693694,5.475975976,6.899399399,,0.264,0,0.3013,0
12/19/2021,1.4466,0.323,0.427,0.456,3.799707602,4.891812865,6.671052632,,0.1934,0,0.2341,0
12/20/2021,0.7997,0.319,0.425,0.45,2.648148148,4.047008547,6.374269006,,0.1187,0,0.1253,0
12/21/2021,0.5646,0.311,0.415,0.448,2.375375375,3.543543544,5.974474474,,0.0879,0,0.0848,0
12/22/2021,0.3134,0.308,0.414,0.446,2.197368421,3.429824561,5.716374269,,0.0453,0,0.045,0
12/23/2021,0.2611,0.31,0.417,0.443,1.132716049,2.598765432,5.412037037,,0.038,0,0.0349,0
12/24/2021,0.2205,0.316,0.407,0.443,4.263888889,3.665277778,5.138888889,,0.0327,0,0.0291,0
12/25/2021,4.3982,0.328,0.419,0.444,8.245614035,6.571637427,5.609649123,,0.6287,0,0.6489,0
12/26/2021,1.8163,0.363,0.418,0.454,6.599099099,6.805555556,6.492283951,,0.2483,0,0.28,0
12/27/2021,6.5794,0.361,0.433,0.457,5.80994152,5.859649123,6.625730994,,0.7923,0.0845,0.9748,0.0176
12/28/2021,5.5044,0.373,0.432,0.462,5.207977208,5.97008547,6.652046784,,0.6302,0.1905,0.8111,0.0396
12/29/2021,5.2479,0.375,0.43,0.462,4.95045045,5.331831832,6.516516517,,0.6386,0,0.8038,0
12/30/2021,2.1124,0.369,0.423,0.459,4.954954955,5.336336336,6.453453453,,0.2731,0,0.3359,0
12/31/2021,1.6044,0.372,0.429,0.454,5.839339339,5.66966967,6.441441441,,0.2056,0,0.2527,0
1/1/2022,3.145068738,0.388,0.432,0.454,6.894586895,6.63960114,6.648148148,,0.00293188,0,0.469944786,0
1/2/2022,3.988552284,0.386,0.432,0.468,3.816239316,5.311403509,6.769005848,,0.016552355,0,0.597964193,0
1/3/2022,1.172504533,0.373,0.417,0.456,1.795795796,3.567567568,6.288288288,,0.00377247,0,0.176684622,0
1/4/2022,0.81304585,0.371,0.418,0.455,1.118421053,2.703216374,5.656432749,,0.001770467,0,0.123143687,0
1/5/2022,0.53757578,0.364,0.418,0.451,1.551169591,2.618421053,5.179824561,,0.002045093,0,0.081027725,0
1/6/2022,0.294380483,0.358,0.415,0.446,0.627192982,2.118421053,4.872807018,,0.00089844,0,0.041344111,0
1/7/2022,0.163904379,0.287,0.413,0.445,0.157657658,1.56006006,4.489489489,,0.000554493,0,0.020180425,0
1/8/2022,0.165850052,0.184,0.406,0.446,-0.272079772,1.176900585,4.122807018,,0.000199724,0,0.018181151,0
1/9/2022,0.185564921,0.198,0.407,0.445,0.070570571,1.055555556,3.825825826,,0.000439575,0,0.020958911,0
1/10/2022,0.097188572,0.275,0.417,0.445,0.172672673,1.100600601,3.597597598,,0.00018841,0,0.011228096,0
1/11/2022,0.106469624,0.154,0.411,0.444,-0.301388889,0.965811966,3.474358974,,0.000130607,0,0.012007458,0
1/12/2022,0.138035976,0.162,0.406,0.443,-0.298798799,0.791291291,3.306306306,,0.000527355,0,0.015598561,0
1/13/2022,0.092841615,0.177,0.403,0.442,-0.023391813,0.815789474,3.154654655,,0.000255024,0,0.011051962,0
1/14/2022,0.02407561,0.189,0.408,0.444,0.04954955,0.848348348,3.076576577,,9.53E-05,0,0.002903753,0
1/15/2022,0.015713964,0.166,0.401,0.442,0,0.877492877,3.056980057,,3.60E-05,0,0.001661846,0
1/16/2022,0.084890078,0.144,0.406,0.442,-0.555555556,0.703216374,2.923976608,,6.31E-05,0,0.008690921,0
1/17/2022,0.065604832,0.146,0.401,0.44,-0.261261261,0.591591592,2.812312312,,0.000368252,0,0.007323581,0
1/18/2022,0.012010807,0.15,0.399,0.435,-0.24024024,0.561561562,2.72972973,,2.90E-05,0,0.001485041,0
1/19/2022,0.020069503,0.152,0.394,0.435,-0.101139601,0.558479532,2.660818713,,6.58E-05,0,0.002454107,0
1/20/2022,0.003695395,0.155,0.399,0.436,-0.130116959,0.637426901,2.616959064,,1.05E-05,0,0.000442197,0
1/21/2022,0.004498606,0.135,0.399,0.436,-0.996996997,0.475975976,2.569069069,,9.77E-06,0,0.000527606,0
1/22/2022,0.012747146,0.125,0.391,0.435,-1.780626781,0.199430199,2.438596491,,1.64E-05,0,0.001464017,0
1/23/2022,0.029065435,0.129,0.361,0.435,-1.165123457,0.020061728,2.290123457,,5.63E-05,0,0.003283034,0
1/24/2022,0.028961303,0.128,0.337,0.433,-0.982905983,-0.015669516,2.180911681,,3.04E-05,0,0.003199024,0
1/25/2022,0.004271906,0.132,0.334,0.428,-0.819088319,-0.002849003,2.078947368,,3.11E-05,0,0.000463364,0
1/26/2022,0.003171483,0.128,0.293,0.429,-1.422839506,-0.100308642,2.013888889,,8.14E-06,0,0.000335864,0
1/27/2022,0.007185235,0.121,0.274,0.431,-1.953216374,-0.32748538,1.912280702,,1.51E-05,0,0.000744719,0
1/28/2022,0.005371811,0.127,0.269,0.429,-1.296783626,-0.380116959,1.798245614,,2.06E-05,0,0.000545293,0
1/29/2022,0.006108277,0.116,0.264,0.429,-2.001461988,-0.551051051,1.701201201,,1.42E-05,0,0.000604482,0
1/30/2022,0.010059859,0.123,0.256,0.425,-1.769230769,-0.656695157,1.608262108,,3.45E-05,0,0.000976714,0
1/31/2022,0.003509543,0.121,0.255,0.428,-1.932748538,-0.761695906,1.485380117,,1.21E-05,0,0.000332012,0
2/1/2022,0.004991238,0.116,0.255,0.429,-1.425925926,-0.731481481,1.412037037,,1.36E-05,0,0.000460545,0
2/2/2022,3.959757834,0.137,0.262,0.429,-0.262108262,-0.274928775,1.122507123,,1.69E-05,0.769712221,0.246001371,0.00470012
2/3/2022,1.346545603,0.186,0.297,0.445,-0.002923977,-0.040935673,1.115615616,,0.058231508,0,0.096315891,0
2/4/2022,0.25156873,0.185,0.302,0.444,-0.004504505,-0.043543544,1.283783784,,0.001953027,0,0.027158258,0
2/5/2022,0.085146732,0.186,0.302,0.44,-0.01754386,-0.036549708,1.364035088,,0.00051854,0,0.009367571,0
2/6/2022,0.070738287,0.187,0.313,0.44,-0.040935673,-0.021929825,1.393274854,,0.000243741,0,0.00780132,0
2/7/2022,0.054833451,0.185,0.322,0.438,-0.076576577,-0.012012012,1.406906907,,0.000236039,0,0.006060247,0
2/8/2022,0.04978527,0.179,0.328,0.438,-0.159356725,-0.011695906,1.44005848,,0.000160008,0,0.005473081,0
2/9/2022,0.082509638,0.178,0.346,0.437,-0.142642643,0.004504505,1.45045045,,0.000297629,0,0.0089098,0
2/10/2022,0.097306376,0.184,0.383,0.444,-0.058558559,0.013513514,1.466966967,,0.000384026,0,0.00940083,0
2/11/2022,0.881185454,0.19,0.394,0.443,-0.027065527,0.042735043,1.535612536,,0.000381497,0,0.046637709,0
2/12/2022,1.293721994,0.189,0.395,0.441,-0.01951952,0.098765432,1.555555556,,0.010661004,0,0.095001543,0
2/13/2022,0.231769352,0.184,0.398,0.44,-0.071637427,0.114035088,1.56871345,,0.001390799,0,0.022304661,0
2/14/2022,0.084467589,0.171,0.392,0.437,-0.35380117,0.152046784,1.58625731,,0.000407814,0,0.008984293,0
2/15/2022,0.038457307,0.16,0.391,0.435,-0.562865497,0.162280702,1.633040936,,0.000103949,0,0.003578427,0
2/16/2022,2.164810734,0.168,0.395,0.437,-0.280780781,0.160660661,1.651651652,,0.000163977,0.71918825,0.186505032,0.002646841
2/17/2022,7.939903952,0.175,0.392,0.439,-0.067251462,0.138888889,1.473684211,,0.010249153,0.744083724,0.76230274,0.008315928
2/18/2022,4.475491252,0.234,0.409,0.456,0.010510511,0.155864198,1.459876543,,0.023532392,0,0.539116679,0
2/19/2022,1.203755999,0.232,0.41,0.45,0.003003003,0.165165165,1.555555556,,0.005057455,0,0.160354086,0
2/20/2022,1.316389238,0.179,0.399,0.446,-0.222222222,0.186609687,1.5997151,,0.001786298,0,0.18268326,0
2/21/2022,2.480367642,0.2,0.401,0.444,-0.020061728,0.216049383,1.655864198,,0.003603395,0,0.365424957,0
2/22/2022,6.910770394,0.292,0.412,0.445,1.437134503,0.273391813,1.530701754,,0.010189939,0.003325175,1.131325491,4.99E-05
2/23/2022,3.721306537,0.34,0.427,0.498,0.818318318,0.828828829,1.643518519,,0.021349436,0,0.628030949,0
2/24/2022,1.153502257,0.313,0.414,0.459,0.330409357,0.729532164,1.840643275,,0.00519876,0,0.19610256,0
2/25/2022,0.645463198,0.312,0.416,0.451,0.328947368,0.726608187,1.875730994,,0.002597705,0,0.10971116,0
2/26/2022,0.495131904,0.3,0.406,0.447,0.247747748,0.726726727,1.891975309,,0.001577474,0,0.083137924,0
2/27/2022,0.582687169,0.29,0.403,0.446,0.192192192,0.708708709,1.887387387,,0.00138011,0,0.097806982,0
2/28/2022,1.027370908,0.322,0.414,0.446,0.549707602,0.757309942,1.900584795,,0.002788613,0,0.180506889,0
3/1/2022,1.863041783,0.338,0.427,0.462,1.812312312,1.118618619,1.887387387,,0.005064432,0,0.340906661,0
3/2/2022,1.760215605,0.333,0.429,0.466,2.678678679,1.767267267,2.036036036,,0.007268027,0,0.326290845,0
3/3/2022,0.969880131,0.325,0.425,0.459,3.211988304,2.630630631,2.37987988,,0.003559283,0,0.180625233,0
3/4/2022,0.612901438,0.311,0.42,0.451,1.869369369,2.013513514,2.636636637,,0.001973858,0,0.110353756,0
3/5/2022,0.593116459,0.312,0.413,0.452,4.264957265,2.689458689,2.635964912,,0.001501116,0,0.10289123,0
3/6/2022,0.548503235,0.326,0.427,0.449,9.464506173,6.195987654,3.330246914,,0.001528066,0,0.093379523,0
3/7/2022,7.198033468,0.335,0.436,0.458,5.282163743,5.704204204,4.509009009,,0.001551749,0.910892302,1.173429424,0.0227083
3/8/2022,3.137833613,0.348,0.434,0.52,3.890350877,4.330409357,4.584795322,,0.01360749,0,0.534411665,0
3/9/2022,1.414077868,0.332,0.433,0.466,4.590643275,4.112573099,4.342105263,,0.00535526,0,0.250585836,0
3/10/2022,0.802468657,0.322,0.421,0.46,4.048245614,4.111111111,4.292397661,,0.002732542,0,0.139079757,0
3/11/2022,0.616368747,0.32,0.42,0.457,2.89031339,3.595441595,4.243589744,,0.00207394,0,0.104270922,0
3/12/2022,0.424807911,0.313,0.412,0.453,1.578078078,2.609567901,4.037037037,,0.00160973,0,0.070144495,0
3/13/2022,0.327874667,0.305,0.411,0.452,0.633040936,1.773273273,3.635135135,,0.000967878,0,0.052970161,0
3/14/2022,0.184056508,0.31,0.416,0.449,2.833333333,2.07748538,3.25,,0.000541668,0,0.029357389,0
3/15/2022,0.174789504,0.313,0.416,0.445,4.626126126,3.50308642,3.37037037,,0.000481653,0,0.027594224,0
3/16/2022,0.191203029,0.311,0.418,0.451,6.596491228,4.997076023,3.872807018,,0.000500638,0,0.029975152,0
3/17/2022,0.18150255,0.31,0.416,0.443,7.829059829,6.078347578,4.51754386,,0.000582371,0,0.028569169,0
3/18/2022,0.192548915,0.31,0.422,0.449,7.903903904,6.753753754,5.133633634,,0.000481961,0,0.031074653,0
3/19/2022,1.275349626,0.351,0.443,0.452,8.56871345,7.628654971,5.729532164,,0.000760875,0,0.215800993,0
3/20/2022,1.674711366,0.343,0.438,0.473,8.081081081,7.037537538,6.104938272,,0.00401331,0,0.307088992,0
3/21/2022,0.970071154,0.329,0.436,0.461,8.415954416,7.371794872,6.225071225,,0.003455267,0,0.180552979,0
3/22/2022,0.800370041,0.32,0.43,0.459,7.93019943,7.613960114,6.514619883,,0.001989921,0,0.142818526,0
3/23/2022,1.003869217,0.334,0.434,0.459,9.930930931,8.129129129,6.681681682,,0.002093266,0,0.174546272,0
3/24/2022,0.745138013,0.33,0.43,0.462,8.631578947,8.525525526,7.115615616,,0.002133974,0,0.129104419,0
3/25/2022,0.61273699,0.32,0.425,0.46,6.899399399,7.331831832,7.190690691,,0.001787745,0,0.105186749,0
3/26/2022,0.467857966,0.319,0.421,0.458,4.957602339,6.16374269,6.911411411,,0.001531983,0,0.078846878,0
3/27/2022,0.321210983,0.316,0.419,0.455,3.459459459,4.741741742,6.403903904,,0.001055476,0,0.053325203,0
3/28/2022,0.228171077,0.309,0.419,0.452,3.121621622,3.914414414,5.762762763,,0.000755362,0,0.037633034,0
3/29/2022,0.22607599,0.31,0.414,0.45,2.942982456,3.602102102,5.267267267,,0.000534282,0,0.036936772,0
3/30/2022,0.419272055,0.311,0.42,0.444,5.83625731,4.589181287,5.00877193,,0.00083307,0,0.0677059,0
3/31/2022,0.311350546,0.312,0.42,0.447,8.351351351,7.029320988,5.516975309,,0.001272158,0,0.049789671,0
4/1/2022,0.077789556,0.311,0.418,0.447,5.361861862,5.986486486,6.015015015,,0.000352086,0,0.012321482,0
4/2/2022,0.129120408,0.303,0.406,0.449,4.292397661,4.871345029,5.864864865,,0.000119924,0,0.020236472,0
4/3/2022,0.085743354,0.299,0.41,0.447,5.928362573,5.475146199,5.657894737,,0.000590051,0,0.013374286,0
4/4/2022,0.127102202,0.309,0.419,0.447,5.626126126,5.537537538,5.773273273,,0.000200117,0,0.019754624,0
4/5/2022,0.157729129,0.321,0.42,0.444,7.261695906,6.282163743,5.875730994,,0.000352811,0,0.024435141,0
4/6/2022,0.187846261,0.329,0.429,0.444,8.429824561,7.412280702,6.260233918,,0.000542457,0,0.028977219,0
4/7/2022,0.141476586,0.329,0.43,0.447,7.339181287,7.251461988,6.659356725,,0.000375467,0,0.021723295,0
4/8/2022,0.132129567,0.328,0.426,0.447,6.92251462,6.812865497,6.706140351,,0.000300119,0,0.020192111,0
4/9/2022,0.07157773,0.323,0.421,0.443,6.346846847,6.576576577,6.704204204,,0.000259928,0,0.010910312,0
4/10/2022,0.051007816,0.327,0.426,0.443,6.819088319,6.260683761,6.565789474,,0.000137687,0,0.007788819,0
4/11/2022,0.09296286,0.323,0.423,0.444,8.382882883,7.352852853,6.642642643,,0.00021934,0,0.014471636,0
4/12/2022,0.6558573,0.35,0.444,0.463,10.6011396,8.707977208,7.04985755,,0.000588464,0,0.106832315,0
4/13/2022,1.617925688,0.339,0.444,0.466,12.6871345,10.53947368,7.769005848,,0.002384449,0,0.263206281,0
4/14/2022,5.759165672,0.381,0.463,0.481,12.35285285,11.36036036,8.972222222,,0.144675375,0,0.981693253,0
4/15/2022,1.437820002,0.353,0.447,0.474,10.30994152,10.02192982,9.046783626,,0.00880463,0,0.264354,0
4/16/2022,0.671464845,0.341,0.44,0.464,11.34900285,10.2962963,8.982905983,,0.002470842,0,0.119297317,0
4/17/2022,0.393586218,0.328,0.432,0.462,8.866959064,9.21021021,8.966966967,,0.001258628,0,0.067703497,0
4/18/2022,0.378912897,0.318,0.427,0.459,6.197368421,7.736842105,8.599415205,,0.000995104,0,0.063692084,0
4/19/2022,0.309732989,0.356,0.43,0.457,5.914414414,6.603603604,7.990740741,,0.000894824,0,0.050968099,0
4/20/2022,0.303034818,0.346,0.43,0.457,5.793859649,6.266081871,7.497076023,,0.000686285,0,0.048940668,0
4/21/2022,0.275094088,0.341,0.431,0.453,9.284900285,7.820512821,7.368945869,,0.001063535,0,0.044126237,0
4/22/2022,0.214788932,0.337,0.425,0.452,9.71021021,8.773273273,7.805555556,,0.000517611,0,0.034845343,0
4/23/2022,0.281330785,0.302,0.427,0.452,12.38450292,10.20175439,8.233918129,,0.000731637,0,0.045475428,0
4/24/2022,0.256916325,0.247,0.419,0.446,14.83918129,12.1505848,9.022522523,,0.000689029,0,0.040512087,0
4/25/2022,0.379670584,0.237,0.411,0.451,14.64672365,13.16381766,9.954415954,,0.000586464,0,0.059609231,0
4/26/2022,0.563858111,0.353,0.43,0.452,10.94883041,11.62462462,10.44744745,,0.001751777,0,0.0901578,0
4/27/2022,0.417699718,0.339,0.431,0.444,9.683183183,9.894894895,10.07207207,,0.00122236,0,0.06745203,0
4/28/2022,0.345833977,0.321,0.433,0.447,9.507309942,9.634502924,9.665165165,,0.000952894,0,0.055267659,0
4/29/2022,0.306473702,0.286,0.417,0.446,10.39327485,9.786549708,9.450292398,,0.000928027,0,0.048558112,0
4/30/2022,0.310429026,0.273,0.421,0.445,10.76754386,10.27777778,9.516516517,,0.000811987,0,0.048905018,0
5/1/2022,0.256171414,0.253,0.423,0.444,13.30116959,11.50730994,9.771929825,,0.000936973,0,0.040262513,0
5/2/2022,0.171478592,0.241,0.406,0.44,12.55847953,11.86186186,10.25675676,,0.000493083,0,0.027029766,0
5/3/2022,0.5615395,0.231,0.406,0.443,12.74324324,11.87087087,10.48048048,,0.000480064,0,0.090769192,0
5/4/2022,0.857935646,0.365,0.445,0.439,12.69088319,12.27492877,10.76068376,,0.003441146,0,0.142997863,0
5/5/2022,1.182396479,0.345,0.441,0.434,11.30994152,11.36636637,10.81531532,,0.001958055,0,0.198249663,0
5/6/2022,5.830018411,0.384,0.461,0.522,11.76576577,11.46096096,10.80630631,,0.012748101,0,1.004341615,0
5/7/2022,2.17842259,0.379,0.459,0.526,11.8128655,11.32602339,10.78947368,,0.009637472,0,0.389777553,0
5/8/2022,1.077635639,0.341,0.443,0.469,11.6951567,11.20940171,10.7008547,,0.004260826,0,0.189809101,0
5/9/2022,0.658063068,0.302,0.436,0.458,13.17717718,12.05855856,10.78978979,,0.002303289,0,0.116873353,0
5/10/2022,0.495532131,0.236,0.427,0.457,14.49269006,12.9122807,11.07957958,,0.001377379,0,0.088598674,0
5/11/2022,0.382658917,0.206,0.411,0.453,16.23423423,14.25675676,11.57807808,,0.000971533,0,0.067675056,0
5/12/2022,0.327340616,0.194,0.39,0.45,16.00584795,14.61695906,12.18567251,1401.354699,0.000836043,0,0.056828959,0
5/13/2022,0.284222009,0.186,0.369,0.44,17.0877193,15.16374269,12.55116959,593.4450457,0.000725691,0,0.047826314,0
5/14/2022,0.265423083,0.177,0.363,0.441,17.61842105,15.93859649,13.0628655,504.5075865,0.000564451,0,0.043663234,0
5/15/2022,0.334349979,0.186,0.359,0.443,18.1754386,16.35526316,13.50438596,471.0009504,0.000849957,0,0.054734741,0
5/16/2022,0.767998824,0.181,0.363,0.432,17.4058642,16.46296296,13.91203704,395.0016718,0.000717659,0,0.125414781,0
5/17/2022,0.517529491,0.185,0.355,0.436,16.18611111,15.72361111,14.04027778,333.5727031,0.001708857,0,0.084638259,0
5/18/2022,0.433786567,0.188,0.345,0.436,15.10810811,15.13063063,13.95045045,368.6157191,0.001045025,0,0.07122566,0
5/19/2022,0.392718662,0.19,0.355,0.437,17.04054054,15.4009009,13.77927928,280.8887249,0.001599162,0,0.064970477,0
5/20/2022,0.363964026,0.191,0.349,0.431,18.46153846,16.67094017,14.1011396,352.8950958,0.002214141,0,0.06066252,0
5/21/2022,0.666037121,0.182,0.355,0.431,19.42397661,17.61695906,14.61988304,405.8211524,0.000945104,0,0.114393795,0
5/22/2022,1.08025793,0.183,0.351,0.427,17.8993994,17.39339339,15.05105105,239.0820406,0.003822432,0,0.194220673,0
5/23/2022,0.655925807,0.189,0.339,0.428,15.12280702,15.75,15.03362573,311.8290406,0.002058121,0,0.1169679,0
5/24/2022,0.493857515,0.183,0.344,0.424,14.85885886,14.78228228,14.52552553,355.5264573,0.001654563,0,0.085723679,0
5/25/2022,0.539482224,0.18,0.35,0.415,16.19444444,15.30847953,14.27339181,388.965879,0.001880579,0,0.088191765,0
5/26/2022,2.327618508,0.194,0.345,0.417,17.80911681,16.60526316,14.50730994,63.75105892,0.023355428,0,0.400699228,0
5/27/2022,1.426145037,0.327,0.354,0.419,17.44894895,16.63063063,14.83033033,107.2266668,0.00689802,0,0.257659115,0
5/28/2022,0.941597453,0.323,0.375,0.42,17.67251462,16.70175439,14.97222222,209.1446229,0.003594742,0,0.173954699,0
5/29/2022,0.700772196,0.295,0.38,0.418,18.31381381,16.98048048,15.10960961,287.621978,0.002448402,0,0.128651126,0
5/30/2022,0.578700972,0.252,0.375,0.417,19.03988604,17.6965812,15.34188034,339.4239324,0.001904634,0,0.105099752,0
5/31/2022,0.498736176,0.217,0.373,0.412,20.03153153,18.36786787,15.67117117,392.32759,0.001622702,0,0.088999719,0
6/1/2022,0.439323427,0.202,0.365,0.411,20.68618619,19.01951952,16.12612613,440.9500097,0.001496434,0,0.076980129,0
6/2/2022,0.376059864,0.195,0.359,0.407,19.5,18.84615385,16.48245614,479.4264951,0.001276972,0,0.064635287,0
6/3/2022,0.282781182,0.181,0.352,0.405,18.08858859,17.69219219,16.44144144,524.824394,0.00096577,0,0.047657602,0
6/4/2022,0.213286525,0.177,0.343,0.4,17.39327485,17.11861862,16.17567568,560.1168032,0.000723466,0,0.035242431,0
6/5/2022,0.2508864,0.176,0.34,0.391,18.29385965,17.33479532,16,571.1310462,0.000690488,0,0.040969938,0
6/6/2022,0.266880187,0.171,0.333,0.383,18.59876543,17.61419753,16.00925926,571.2794498,0.000798904,0,0.042376534,0
6/7/2022,0.176182218,0.175,0.332,0.384,19.10233918,18.12426901,16.15350877,614.1621447,0.000768148,0,0.026364393,0
6/8/2022,0.175813536,0.169,0.332,0.384,18,17.61253561,16.28205128,625.7509089,0.00029672,0,0.02606886,0
6/9/2022,0.2104916,0.176,0.335,0.381,18.30709877,17.59104938,16.23611111,512.6999432,0.001123907,0,0.03098608,0
6/10/2022,0.149491188,0.184,0.339,0.382,17.84188034,17.36842105,16.24122807,518.4260321,0.000526611,0,0.021688114,0
6/11/2022,0.128557786,0.176,0.34,0.374,18.58558559,17.66966967,16.1981982,526.2817555,0.000408885,0,0.019207767,0
6/12/2022,0.350900719,0.174,0.335,0.371,19.4751462,18.27046784,16.36842105,539.7221026,0.000445006,0,0.052733556,0
6/13/2022,0.502568483,0.204,0.344,0.374,21.66959064,19.50600601,16.70720721,362.9567841,0.001854452,0,0.076817262,0
6/14/2022,2.948834303,0.218,0.342,0.376,22.74691358,20.6404321,17.30555556,193.491269,0.023607286,0,0.491259059,0
6/15/2022,1.080678074,0.292,0.356,0.377,24.59064327,22.16959064,18.03216374,256.9432824,0.007891066,0,0.177702435,0
6/16/2022,0.617493324,0.262,0.363,0.38,24.43543544,22.65465465,18.76126126,301.7274897,0.002344032,0,0.098085275,0
6/17/2022,0.419581192,0.218,0.365,0.379,23.2119883,22.27777778,19.16516517,377.387254,0.001560331,0,0.065293715,0
6/18/2022,0.256471177,0.194,0.352,0.379,20.22222222,20.58708709,19.16966967,455.4629605,0.001049888,0,0.040101002,0
6/19/2022,0.19946577,0.185,0.348,0.373,18.54166667,18.80555556,18.56018519,493.1480564,0.000681566,0,0.031040236,0
6/20/2022,0.193297497,0.175,0.343,0.367,18.90497076,18.67690058,18.01461988,511.8765276,0.000621828,0,0.029477007,0
6/21/2022,0.171165095,0.175,0.344,0.366,20.64672365,19.25071225,17.79487179,530.519234,0.000597127,0,0.025350972,0
6/22/2022,0.166948302,0.166,0.348,0.357,22.78240741,20.87191358,18.0941358,549.1748565,0.000501722,0,0.02371396,0
6/23/2022,0.112725164,0.164,0.334,0.357,21.93447293,20.92836257,18.52631579,574.8967095,0.000327926,0,0.01545006,0
6/24/2022,0.086269946,0.159,0.334,0.357,20.84084084,20.06456456,18.59009009,603.2552841,0.000284165,0,0.011761179,0
6/25/2022,0.085980983,0.154,0.332,0.355,20.76169591,20.09064327,18.46929825,613.158622,0.00024275,0,0.011703508,0
6/26/2022,0.08262076,0.153,0.336,0.352,21.46929825,20.49249249,18.51501502,637.6379974,0.000257498,0,0.011253373,0
6/27/2022,0.04832335,0.151,0.327,0.354,20.41291291,20.02102102,18.59009009,675.9805129,0.000166624,0,0.00658871,0
6/28/2022,0.042474821,0.142,0.32,0.349,19.41452991,19.17948718,18.38888889,678.2677854,0.000113079,0,0.005800652,0
6/29/2022,0.044336034,0.148,0.33,0.344,20.06606607,19.20570571,18.14864865,708.309224,0.000150467,0,0.006038145,0
6/30/2022,0.050970228,0.147,0.332,0.344,21.3874269,20.07957958,18.19069069,712.1202664,0.000107992,0,0.006814149,0
7/1/2022,0.056273535,0.145,0.328,0.345,22.0248538,20.67105263,18.47222222,711.6008707,0.000163261,0,0.007463145,0
7/2/2022,0.030011832,0.143,0.323,0.341,22.41049383,21.09104938,18.79783951,747.173228,0.000121705,0,0.004083042,0
7/3/2022,0.018132172,0.135,0.324,0.337,22.26900585,21.09356725,18.96637427,779.6550924,6.63E-05,0,0.00252402,0
7/4/2022,0.017961176,0.136,0.323,0.34,22.34188034,21.10380117,19.11842105,786.8594694,4.83E-05,0,0.002501584,0
7/5/2022,0.025311263,0.13,0.329,0.34,22.27927928,21.3033033,19.26876877,795.1344998,6.67E-05,0,0.003892379,0
7/6/2022,3.645579281,0.168,0.338,0.329,22.65315315,21.75225225,19.47897898,789.7013858,8.25E-05,0,0.581497417,0
7/7/2022,1.278679196,0.34,0.449,0.333,22.31831832,21.5154321,19.70833333,306.7950923,0.006506582,0,0.194056814,0
7/8/2022,0.558900755,0.331,0.44,0.335,21.91203704,21.61111111,19.72222222,406.010861,0.002155206,0,0.083124673,0
